data,Hate_speech,length,laughs,bad_words,misspell
"['ont', 'interval', 'almoç', 'excel', 'reun', 'conselh', 'nacion', 'ambi', 'alegr', 'ânimo…']",0,137,0,0,1
"['@', 'oau', 'esper', 'ganh', 'muit', 'amig', 'sporting', 'fic', 'difícil', 'fal', 'dist', '13', 'pont']",0,119,0,0,0
"['@', 'senorthompson', 'acontec', 'sei', 'ouv']",0,53,0,0,0
"['@', 'senorthompson', 'gal', 'fic', 'azul', 'traz', 'bom', 'temp']",0,72,0,0,0
"['caramb', 'hein', 'agor', 'vai']",0,50,0,0,0
"['dement', 'mão', 'jorn', 'públic', 'merd', 'dess']",0,97,0,1,0
"['realizous', '11', 'fever', 'prim', 'reun', 'ordinár', 'dest', 'ano', 'conselh', 'nacion', '#', 'pnr']",0,140,0,0,1
"['hoj', 'segundaf', 'dia', 'outr', 'qualqu', 'olh', 'dia', '13', 'superstici', 'gasolin', 'volt', 'aument', 'fodas']",0,140,0,1,2
"['rt', '@', 'idzabel', 'desd', 'tav', 'via', 'tant', 'viol', 'amor']",0,73,0,0,2
"['rt', '@', 'catarinamat', 'feliz', 'dia', 'mund', 'rádi']",0,70,0,0,0
"['trump', 'expr', 'su', 'orgul', 'ivank', 'deb', 'su', 'actitud', 'ant', '“', 'maltrato', '”', 'htpstco8vd0cft41w']",0,119,0,0,7
"['escud', 'acab', '15', 'ano', 'p', 'garant', 'boa', 'regul', 'sist', 'banc', 'banc', 'portug', 'opt', 'mant', 'quas', '2', 'mil', 'funcion']",0,139,0,0,1
"['rt', '@', 'paisdoamaraljp', 'assemble', 'claqu', 'bem', 'pag', 'país', 'orden', 'milion', 'faz', 'faz', 'figur', 'na…']",0,139,0,0,1
"['hipócrit', 'femin', 'govern', '#', 'suéc', 'coraj', 'goz', '#', 'trump', 'cob', 'submiss', 'per', 'o…']",0,136,0,0,1
"['@', 'alentejanod86', 'quest', 'hábit']",0,38,0,0,0
"['@', 'alentejanod86', 'vam', 'fic', 'aqu', 'ant', 'fiqu', 'excit']",0,61,0,0,0
"['feliz', 'dia', 'valentim']",0,49,0,0,1
"['atra', 'fort', 'cheir', 'enxofr', 'pass', 'coelh', 'deslocous', 'manhã', 'setúb', 'encontr', 'diab', 'vingous', 'choc', 'frit']",0,138,0,0,3
"['rt', '@', 'odecarvalh', 'derrub', 'estatut', 'desarm', 'mai', 'vitór', 'pov', 'brasil', 'long', 'tod', 'histór']",0,125,0,0,0
"['quer', 'msm', 'ir', 'tent', 'fotograf', 'cas', 'amarel', 'ufc']",0,63,0,0,2
"['esper', 'mai', 'sucess', 'dest', 'encontr', '@', 'realdonaldtrump', '#', 'pnr']",0,89,0,0,0
"['est', 'acab', 'est', 'graç', 'presid', 'afect', 'tud', 'fim', 'cert', '#', 'marcelorebelodesous']",0,133,0,0,0
"['@', 'fvicentedasilv', 'qq', 'dia', 'vend', 'contat', 'gourmet']",0,46,0,0,0
"['@', 'meriamwebst', '@', 'realdonaldtrump', '@', 'kelyanepol', 'quick', 'remind', 'you', 'lie', 'so', 'much', 'the', 'dictionary', 'ha', 'to', 'defin', 'fact', 'you']",0,124,0,0,3
"['rt', '@', 'jornalismow', 'lembr', 'hom', 'receb', 'govern', 'golp', 'apresent', 'propost', 'áre', 'educ']",0,140,0,0,0
"['trump', 'vai', 'quebr', 'eua', '#', 'sqn']",0,56,0,0,0
"['tend', 'cont', 'mund', 'acab', 'amanhã', 'recusom', 'pag', 'iva', 'hoj', 'sobreviv', 'dir', 'centen', 'err', 'percepç', 'mútu']",0,140,0,0,3
"['pint', 'cost', 'ser', 'julg', 'quartel', 'd', 'bomb', 'pq', 'ler', 'livr', 'd', 'carolin', 'juíz', 'exig', 'sal', 'ampl', 'arej']",0,140,0,1,1
"['grand', 'palhaç', 'nom', 'band', 'trai', 'real', 'sistem', 'tod', 'amigalhaços…']",0,122,0,0,1
"['الَّهُمَّ', 'وتقبل', 'حسناتي', 'وأسألك', 'الدرجات', 'العلى', 'من', 'الجنة']",0,78,0,0,8
"['ont', 'ver', 'benf', 'grand', 'noit', 'moment', 'tent', 'entr', 'cas', 'mulh', 'decid', 'imit', 'ederson']",0,135,0,0,2
"['aeroport', 'mári', 'so', 'far', 'sent', 'ota', 'macau']",0,70,0,0,2
"['10', 'notíc', 'prov', 'quant', 'femin', 'necess']",0,81,0,0,0
"['junt', 'vam', '#', 'renovarportug', 'hor', 'mudanç', 'nacion', 'soluç', '#', 'pnr', '#', 'josépintocoelh', '#', 'autárquicaspnr']",0,137,0,0,0
"['@', 'danin', 'parabém', '🎂', 'ob', 'sent', 'bost', 'independ', 'idad']",0,78,0,1,2
"['rt', '@', 'jromaofer', 'psd', 'cd', 'quer', 'sm', 'centen', '18h', 'cas', 'aconteç', 'apresent', '1815h', 'candidat', 'conjunt', 'cam', 'de…']",0,140,0,0,5
"['lov', 'som', '@', 'ebat']",1,44,0,0,0
"['fhc', 'amig', 'lul', 'pra', 'implant', 'comun', 'brasil', 'for', 'paul', 'pra', 'vir', 'venezuel']",0,113,0,1,2
"['rt', '@', 'schaianagrad', 'alg', 'precios', 'nest', 'mund', 'alg', 'perfil', '@', 'naokahl']",0,107,0,0,0
"['bel', 'leg', 'petist', '#', 'sqn']",0,49,0,0,1
"['@', 'jairbolsonar', 'incomod', 'muit', 'gent', '@', 'jairbolsonar', '2º', 'lug', 'pesquis', 'incomod', 'mt', '#', 'bolsonaropresid', '#', 'bolsonaro2018']",0,139,0,0,1
"['mulh', 'rio', 'vam', 'aproxim', 'menin', 'ciênc', 'lt3', 'inscr', 'onlin', 'htpstcogyahfewjkr']",0,130,0,0,2
"['nom', 'falt', 'vigar', 'corrupt', 'aldrab', 'assassin', 'vend', 'trai', 'pedófil', 'aberações…']",0,134,0,1,1
"['text', 'maravilh']",0,47,0,0,0
"['bom', 'dia', 'companh', 'alguém', 'sab', 'hor', 'cheg', 'asteróid', 'sab', 'aind', 'temp', 'compr', 'livr', 'quintasf']",0,140,0,0,1
"['rt', '@', 'abdelinho92', 'encor', 'un', 'qui', 'confond', 'twitt', 'et', 'la', 'vie', 'réel']",0,87,0,0,2
"['rt', '@', 'jpintocoelho60', 'nom', 'falt', 'vigar', 'corrupt', 'aldrab', 'assassin', 'vend', 'trai', 'pedófil', 'aber', '#', '25abril…']",0,139,0,1,1
"['ameaç', 'ridícul', 'mal', 'habitu', 'pod', 'diz', 'quer', 'vê', 'ameaç', 'ond', 'existem…']",0,139,0,0,1
"['bat', 'outr']",0,54,0,0,0
"['uau', 'agor', 'vai', 'chor', 'aliás', 'gal', 'democrá', 'hein', 'tip', 'époc', 'kgb']",0,134,0,0,1
"['acab', 'ler', 'nov', 'livr', 'cavac', 'recom']",0,93,0,0,0
"['aparent', '592', 'págin', 'livr', 'cavac', 'silv', 'contêm', 'enxofr', 'armazém', 'sapec', 'setúb']",0,117,0,0,2
"['saib', 'cond', 'básic', 'pra', 'compr', 'cas', 'ter', 'dinh', 'pra', 'precis', 'trabalh', 'fic', 'acamp', 'aí', 'n…']",0,140,0,0,1
"['cavac', 'pod', 'ter', 'amig', 'q', 'compr', 'tod', 'livr', 'edit', 'q', 'and', 'déc', 'ser', 'financi', 'tod', 'portugues']",0,140,0,0,0
"['@', 'miguelcarvalhu', 'fal', 'err', 'velh', 'diss', 'pref', 'evitál', 'quer', 'caminh', 'err', 'and', 'lev', 'mal', 'niss']",0,140,0,0,1
"['dev', 'falt', 'coelh', 'crist', 'vir', 'diz', 'cancel', 'fim', 'mund', 'sinal', 'fragil', 'geringonç']",0,140,0,0,0
"['atitud', 'reprov', '@', 'apbat', 'banc', '@', 'psoci']",0,88,0,0,0
"['cidad', 'ador', '#', 'lisbo', '@', 'camaralisbo', '#', 'autárquicaspnr']",0,86,0,0,0
"['país', 'quebr', 'desempreg', 'pra', 'tod', 'lad', 'viol', 'com', 'solt', 'vem', 'fal', 'fol', 'pqp', 'vtnc', 'merda…']",0,140,0,1,3
"['conhec', 'algum', 'band', 'nest', 'país', 'aind', 'escrit', 'livr', 'aind', 'sid', 'condecor']",0,114,0,0,0
"['confess', 'cotovelit', 'capaz', 'escrev', 'livr', 'sab', 'fiz', 'amig', 'compr']",0,140,0,0,1
"['fodas', 'qu', 'ced', 'tod', 'qq', 'tent', 'trabalh', 'pod', 'vir', 'cracud', 'mor', 'rua', 'exempl']",1,138,0,1,2
"['@', 'amtc74', '@', 'capaz', 'estranh']",0,35,0,0,0
['vala😘'],0,10,0,0,1
"['@', 'sunwariorhorac', '🙉', '🐠', '💉', '👐', '😟']",0,26,0,0,5
"['saím', 'correi', 'manhã', 'porqu', 'notíc', 'humorís', 'sobr', 'carilh']",0,137,0,0,1
"['moonlight', 'film', 'mergulh', 'human', 'jov', 'negr', 'via', '@', 'afroguerilh']",0,107,0,0,0
"['rt', '@', 'naokahl', '11', 'dic', 'faz', '–', 'mant', 'amizad', 'outr', 'mulh', 'post', 'hoj', 'blog', 'gtgtgt', 'htp…']",0,149,0,0,3
"['record', 'desafi', 'candidat', 'intercal', 'lisbo', '207', 'obtiv', '08', 'objec', '2017']",0,139,0,0,1
"['agor', '@', 'sosrac', 'diz', 'nad', 'bast', 'urg', 'apoi', 'polít', 'defend', 'pnr']",0,135,0,0,1
"['@', 'famelzundap', 'famel', 'cab', 'quechu']",0,42,0,0,2
"['benf', 'ped', 'reun', 'urgent', 'conselh', 'arbitr', 'anj', 'result', 'result', 'ser', 'surpr']",0,124,0,0,1
"['imagin', 'cotovelit', 'so', 'dev', 'est', 'hoj', 'ont', 'ter', 'sid', 'agred', 'olh', 'jog', 't…']",0,140,0,0,3
"['@', 'mariacpbrun', 'band', 'felgu', 'meig']",0,65,0,0,1
"['rt', '@', 'voluptam', 'secret', 'real', 'madrid', 'pdc', 'pass', 'atend', 'telefon']",0,124,0,0,1
"['possível', 'vitór', 'gert', 'wild', 'esperanç', 'europ', 'mudanç', 'forç', '@', 'gertwilderspv']",0,134,0,0,2
"['@', 'sadboykevyn', 'nunc', 'pens', 'alg', 'qualqu', 'cois', 'pens', 'ter', 'cheg', 'fund', 'percebes', 'fund']",0,128,0,0,1
"['filh', 'vem', 'atrapalh', 'cri', 'lei', '#', 'abort', 'idos', 'atrapalh', 'cri', 'lei', '#', 'eutanás', 'ei', 'soluç', 'materi', 'individu']",0,140,0,0,1
"['rt', '@', 'bolopost', 'aqu', 'pod', 'ver', 'ederson', 'apes', 'toc', 'bol', 'prim', 'atropel', 'advers', 'penalty', 'bem', 'assinal', 'co…']",0,140,0,0,2
"['uso', 'turb', 'pesso', 'branc', 'apropri', 'cult', 'via', '@', 'cartacapit']",0,104,0,0,0
"['@', 'lucasmzanel', 'leu', 'falt', 'interpret', 'text']",0,82,0,0,0
"['lei', 'matér', 'vej', 'fal', 'conselh', 'intoler', 'conselh', 'contamin']",0,134,0,0,0
"['لا', 'إله', 'إلا', 'اله', 'الواحد', 'القهار', 'ربُّ', 'السموات', 'والأرض', 'وما', 'بينهما', 'العزيز', 'الغفار']",0,98,0,0,13
"['acab', 'ouv', 'casal', 'rast', 'diz', 'pesso', 'pass', 'diz', 'cheir', 'malpfel', 'che', 'champô']",0,140,0,0,1
"['juiz', 'est', 'unid', 'resolv', 'educ', 'invé', 'simples', 'pun', 'cinc', 'adolesc', 'hav', 'feit']",0,139,0,0,0
"['rt', '@', 'jmnotic', 'especi', 'discut', 'influ', 'ciênc', 'relig', 'psicolog', 'cristã', '@', 'marisalob', '@', 'marcofel…']",0,140,0,0,0
"['lisboamanhã', 'voss', 'vez', '21h30teatr', 'bair', 'menos', 'bilhet', 'q', 'rim', 'defês', 'brag', 'mitro…']",0,139,0,0,5
"['rt', '@', 'arthurquez', 'mitrogl', 'faz', '0x1', 'brig', 'bol', 'benf', 'vai', 'venc', 'brag', 'mant', 'lideranç', 'campeonat…']",0,140,0,0,5
"['especi', 'discut', 'influ', 'ciênc', 'relig', 'psicolog', 'cristã']",0,100,0,0,0
"['@', 'catosaurusmgc', 'lol', 'nah', 'the', 'yma', 'day']",0,37,0,0,1
"['ult', '5', 'ano', 'fug', '52', 'reclus', 'pris', 'portugu', 'curios', 'nenhum', 'banc', 'exgovern']",0,124,0,0,1
"['chilen', 'fug', 'cax', 'captur', 'madrid', 'assim', 'temp', 'liberdad', 'port', 'prim', 'lug']",0,139,0,0,1
"['dia', '10', 'junh', 'dia', 'fest', 'lut', 'portug', 'nest', 'dia', 'vam', 'agarr', 'cham', 'vam', 'particip', 'ajudar…']",0,139,0,0,1
"['trabalh', '3ª', '5ª', 'dev', 'satisf', 'ninguém', 'parabém', 'post', 'sr', 'dep', 'feder', 'és', 'car']",0,139,0,0,3
"['rt', '@', 'fmcarv', 'vai', 'port', 'fer', '#', 'tuga']",0,66,0,0,1
"['rt', '@', 'doutormadur', 'lá', 'porqu', 'drárbitr', 'luí', 'fer', 'advog', 'defês', 'árbitr', 'corrupt', 'conden', 'apit', 'dour', 'não…']",0,140,0,1,3
"['rt', '@', 'swetdumpling7', '#', 'got7', '#', '갓세븐', '#', 'mark', '#', '마크', '170220', '김포공항', '출국']",0,79,0,0,2
"['rt', '@', 'ofuxicogospel', 'glob', 'cri', 'debat', 'nega', 'sobr', 'psicolog', 'cristã', 'dra', '@', 'marisalob', 'fal', 'sobr']",0,138,0,0,0
"['livr', 'grand', 'ment', 'sobr', 'igrej', 'catól', '3º', 'vend', 'folh', 'parabém', 'gal', 'do…']",0,129,0,0,2
"['adqu', 'agor', 'livr', 'ideolog', 'gêner', 'educ', 'doutrin', 'send', 'introduz']",0,134,0,0,0
"['amig', 'acab', 'faz', 'ter', 'cunh', 'vaness', 'alv', 'scarp', 'ach', 'pen']",0,139,0,0,2
"['concord', 'gêner', 'númer', 'grau']",0,59,0,0,0
"['repórt', '@', 'pvedov', 'lembr', 'crim', 'ódi', 'comet', 'contr', 'imigr', 'esquec', 'númer', 'crim', 'comet', 'imigr']",1,137,0,0,0
"['17', 'pequen', 'atitud', 'mach', 'acontec', 'cam', 'via', '@', 'buzfedbrasil']",0,96,0,0,0
"['evangél', 'faz', 'fantas', 'outr', 'diz', 'evangél', 'tir', 'roup', 'carnav', 'parabém']",0,139,0,0,0
"['posic', 'pen', 'ver', 'profiss', 'corag', 'assum', 'direit']",0,128,0,0,0
"['#', 'alert', 'jornal', '#', 'alexandregarc', 'adqu', 'livr', 'ideolog', 'gêner', 'educ', 'famíl']",0,136,0,0,0
"['rt', '@', 'rpsantos1970', 'real', '#', 'pexit', '#', 'eurogroup', '#', 'portug']",0,97,0,0,0
"['@', 'reinaldoazeved', 'simpl', 'fat', 'apoi', '@', 'jairbolsonar', 'ser', 'direit', 'xucr', 'convers', 'quê', 'car', 'dess', 'babac', 'total']",0,138,0,1,1
"['fisc', 'deix', 'sair', '10', 'mil', 'milhã', 'p', 'offsh', 'qq', 'control', 'pai', 'transfer', 'p', 'mim', '5', 'mil', 'banc', 'portug', 'log', 'alert']",0,140,0,0,0
"['@', 'pintomondim', 'nunc', 'sab', 'imagin', 'sai', 'euromilh', 'decid', 'divid', 'filh', 'quer', 'problem']",0,139,0,0,1
"['bem', 'nad', 'subjug', 'coer', 'firm', 'defend', 'ident', 'brav', '@', 'mlpoficiel']",0,140,0,0,0
"['rt', '@', 'nachovegastwit', 'present', 'un', 'siti', 'xixón', 'llam', 'aven', 'la', 'economí', 'soc', 'y', 'es', 'así', 'tronch', 'es', 'la', 'ciudad…']",0,138,0,0,3
"['pass', 'nad', 'suéc', '@', 'realdonaldtrump', '#', 'renovarportug', '#', 'pnr']",0,100,0,0,0
"['“', 'apropri', 'cult', 'árab', 'mod', 'pact', 'narcísico', '”', 'by', '@', 'metaforicagab']",0,107,0,0,2
"['livr', 'exist', 'temp', 'vej', 'escolh', 'ded', 'mater', 'desconstru', 'ident']",0,138,0,0,0
"['simples', 'maravilhosanik', 'haley', 'exgovern', 'carolin', 'sul', 'nov', 'represent', 'americ', 'naçã']",0,140,2,0,2
"['bebé', 'adopt', 'c', 'telemó', 'nov', 'qd', 'vam', 'busc', 'desesper', 'deix', 'cair', 'qd', 'vem', '1', 'defeitoabr', 'cont', 'olx']",0,139,0,0,5
"['pod', 'vir', 'brasil', 'ajud', 'divulg', 'trabalh', 'voluntár']",0,95,0,0,0
"['alexandr', 'moral', 'nov', 'ministr', '#', 'stf', 'soment', '13', 'sen', 'vot', 'contr', '13', 'pesoalk']",0,127,4,0,2
"['long', 'agor', 'k']",0,53,6,0,0
"['ach', 'agor', 'perd', 'vezk', 'dó']",0,81,8,0,1
"['nov', 'esperanç', 'conseg', 'escond', 'dinh', 'panam', 'nas', 'acab', 'descobr', '7', 'nov', 'planet']",0,134,0,0,0
"['desconfi', 'nas', 'anunci', 'ter', 'descobert', 'vid', '7', 'planet', 'recei', 'trump', 'mand', 'constru', 'outr', 'mur']",0,131,0,0,0
"['@', 'panchoarias2012', 'buen', 'tard', 'en', 'moment', 'cometi', 'un', 'un', 'justic', 'en', 'él', 'municipi', 'coló', 'tienen', 'un', 'grup']",0,123,0,0,3
"['@', 'gcalabrese96', 'damn', 'that', 'would', 'hav', 'been', 'fun']",0,45,0,0,0
"['prim', 'vez', 'époc', 'jog', 'port', 'expuls', 'apost', 'árbitr', 'trein', 'mai', 'talh', 'guim']",0,137,0,0,1
"['eleg', 'mp', 'serm', 'legisl', 'absurd', 'proces', 'prefeit', 'vere']",0,134,0,0,3
"['#', 'alexandredemor', 'nov', 'ministr', '#', 'stf', 'soment', '13', 'sen', 'rejeit', 'nom', '13', 'pesoalk', 'k']",0,110,0,0,1
"['vergonh', 'paran', 'for', 'privilegi', 'continu', 'engan', 'pov', 'brasil', '#', 'senadora171']",0,120,0,0,1
"['@', 'ohfazfav', 'assim', 'tant', 'vent']",0,36,0,0,0
"['@', 'ohfazfav', 'deix', 'lá', 'apen', 'algarv']",0,51,0,0,0
"['@', 'sap', 'aspir', 'poss']",0,23,0,0,0
"['nom', 'toler', 'tud', 'desculp', 'vítim', 'própri', 'pov']",0,109,0,0,0
"['procur', 'deborah', 'duprat', 'diz', 'crianç', 'pertenc', 'famíl', 'dr', 'miguel', 'nagib', 'advog', 'respons']",0,139,0,0,3
"['rt', '@', 'geraldo6085732', 'put', 'dev', 'ser', 'investig', 'políci']",0,95,0,1,0
"['today', 'do', 'to', 'freedom', 'get', 'reviewed', 'on', 'joan', 'nienhuil', 'blog', 'check', 'it', 'out']",0,121,0,0,2
"['luz', 'ta', 'queim', 'car', 'ali', 'ventil', 'haiahauahau']",0,58,0,0,1
"['@', 'revistaisto', 'falt', 'asuntoqu', 'fei', 'requent', 'notíc', 'k', 'persegu', '@', 'pastormalafa', 'ibop', 'nega', 't…']",0,140,5,1,4
"['rt', '@', 'ofuxicogospel', 'oqu', 'víde', '@', 'pastormalafa']",0,83,0,0,0
"['@', 'bedayatv', '@', 'muathaljmaz', '@', 'faresalbashir', 'يعني', 'يافارس', 'اترك', 'لمعاذ', 'فرصة', 'يتكلم']",0,76,0,0,6
"['vão', 'tom', 'cu', 'tod']",0,52,0,1,0
"['camp', 'q', 'ouv', 'direct', 'assemble', 'd', 'repúbl', 'serv', 'record', 'pass', 'dispendi', 'infant']",0,140,0,0,0
"['nunc', 'pens', 'diz', 'isomasv', 'copi', 'eua', 'agor', 'pod', '#', 'trump', 'qu', 'açã', 'maior…']",0,117,0,0,2
"['opa', 'cert', 'vid', 'human', 'val', 'nad', 'aqu', 'bel', 'exempl', 'ai', 'quebr', 'ov…']",0,140,0,0,2
"['exat', '85', 'ano', 'mulh', 'começ', 'ter', 'direit', 'vot', 'garant', 'man', 'plen', 'distinç']",0,139,0,0,0
"['rt', '@', 'coletebrown', 'woman', 'ha', 'called', '@', 'livelinert', 'to', 'complain', 'about', 'antisoc', 'behaviour', 'tenag', 'kising', 'on', 'swing', '#', 'tor']",0,134,3,0,5
"['pistol', 'agor', 'invent', 'íntim', '3', 'ministr', '#', 'stf', 'amig', 'íntim', 'janot', 'além']",0,136,0,0,1
"['procur', 'piadalev', 'lamb', 'dr', 'miguel', 'nagib', 'autor', 'projet', '#', 'escolasempartido']",0,131,0,0,3
"['portug', 'precis', 'pnr', 'pnr', 'precis', 'htpstcotklisj70rq']",0,97,0,0,3
"['rt', '@', 'odedonafr', 'samaril', 'fal', 'melhor', 'portugu', 'jorg', 'jesu']",0,69,0,0,1
"['ano', 'nov', '@', 'pretagil', 'comprov', 'pi', 'fal', 'bloc', 'salv', '#', 'nãotemninguém']",0,107,0,0,0
"['#', 'urg', 'rec', 'clar', 'esquerdopat', 'gent', 'vai', 'destru', 'tud', 'ama']",1,119,0,0,1
"['respons', 'fal', 'entend', 'ok']",0,60,0,0,0
"['2008', 'voluntár', 'sc', '30', 'diasp', 'atend', 'vítim', 'desab', '#', 'morodobaú', '#', 'ilhot', 'ach']",0,139,0,0,2
"['particip', 'consultóri', 'famíl', '#', 'novotemp', 'tem', 'cri', 'crianç', 'sex', 'neutr', 'bacan']",0,139,0,0,0
"['acord', 'ler', 'notíc', 'desasis', 'mãe', 'monstr', 'invers', 'val', 'deu']",0,119,0,0,1
"['gost', 'femin', 'mulh', 'ode', 'ode', 'hom', 'desavis', 'desconhec', 'desconstruç']",1,140,0,0,1
"['#', 'agend', 'març', '18', '19', 'simpósi', 'sobr', 'ideolog', 'gêner']",0,59,0,0,0
"['sugir', 'tod', 'ateu', 'coraj', 'lei', 'bíbl', 'confront', 'cristãos', '#', 'euapoi', 'rs']",0,116,0,0,1
"['@', 'ezaumarujoz', '#', 'edceninfinitum', 'esau', 'es', 'el', 'chidot', 'ok']",0,50,0,0,2
"['rt', '@', 'pastormalafa', 'irm', 'fé', 'cre', 'pesso', 'bem', 'assist', 'víde']",0,120,0,0,0
"['famíl', 'taish', '@', 'taish', 'restaurant', 'japon']",0,77,0,0,2
"['cd', 'plant', 'moral', 'vid', 'polít', 'portugu', 'demiss', 'irevog', 'demiss', 'praz', 'aprend', 'centen']",0,134,0,0,2
"['dua', 'man', 'ser', 'engan', 'acredit', 'verdad', 'outr', 'recus', 'acredit', 'verdad', '#', 'kierkegard']",0,136,0,0,0
"['marid', 'jofran', 'alv', 'passe', '#', 'feirinhadolargodaord', 'apropri', 'cultura…']",0,112,0,0,3
"['esquerdalh', '#', 'comun', '#', 'anarqu', 'sempr', 'escumalh', 'selv', 'carreg', 'ódi', 'violência…']",1,139,0,0,2
"['rt', '@', 'krlsl', 'ang', 'gand']",1,45,0,0,1
"['vam', 'jog', 'jog', 'hoj', 'sempr', 'venc', 'fal', 'trump', 'discurs', 'beb', 'shot', 'cerimón', 'vai', 'pass', 'tir', '#', 'osc']",0,138,0,0,0
"['emm', 'ston', 'pod', 'ir', 'vest', 'sac', 'lix', 'rode', 'sac', 'lix', 'dentr', 'cam', 'lix', 'nunc', 'est', 'mal', '#', 'osc']",1,129,0,0,0
"['@', 'ruihcruz', 'val', 'diz', 'ment']",0,35,0,0,0
"['@', 'ruihcruz', 'marin', 'nov', 'ti']",0,39,0,0,0
"['avali', 'quant', 'malt', 'conhec', 'morr', '2016', 'in', 'memor', 'dest', 'ano', 'cois', 'dur', 'uma', '9', 'horit', 'boa', '#', 'osc']",0,139,0,0,1
"['uium', 'gaj', 'cham', 'mahershal', 'ali', 'ganh', 'óscarest', 'noit', 'trump', 'larg', 'twit', '#', 'osc']",0,102,0,0,4
"['nicol', 'kidman', 'transform', 'foc', 'bat', 'palm', '#', 'osc']",0,97,0,0,1
"['namor', '30', 'segund', 'respond', 'discut', 'evitavams', 'tant', 'problem', '#', 'osc']",1,123,0,0,1
"['reacç', 'denzel', 'após', 'perd', 'ósc', 'casey', 'afleck', '#', 'osc']",0,90,0,0,2
"['faç', 'ide', 'emm', 'ston', 'diss', 'discurs', 'aceit', 'ósc', 'fic', 'ouvil', 'loop', 'noit', 'tod', '#', 'osc']",0,130,0,0,1
"['plot', 'twist', 'final', 'cerimón', 'escrit', 'georg', 'r', 'r', 'martin', '#', 'osc']",0,91,0,0,1
"['@', 'spfc929305', 'aw', 'cont', 'fak']",0,45,0,0,2
"['osc', 'prémi', 'nobel', 'afim', 'politic', 'inter', 'influ', 'vergonh', 'seriedad', 'mérit', 'poi', '#', 'academyaward', '#', 'nobelpriz']",0,139,0,0,1
"['@', 'nab', 'est', 'fod', 'profiss']",0,54,0,1,0
"['@', 'homemdbranc', '@', 'voluptam', 'dev', 'sofr', 'sop', 'quent']",0,79,0,0,0
"['filh', 'compr', 'pass', 'internac', '@', 'decol', 'pod', 'viajaradi', 'viag', '#', 'decol', 'qu', 'reembols', 'vou', 'process', 'vc']",0,137,0,0,1
"['morning', 'monday']",0,38,0,0,1
"['rt', '@', 'direitabrasil', 'fát', 'bern', 'pár', 'repet', 'estrag', 'hom', 'branc', 'caus', 'cheg', 'brasil', 'vai', 'estud', 'vai', 'sua…']",0,139,0,0,3
"['rt', '@', 'humoraopontap', 'ósc', 'melhor', 'film', 'vai']",0,88,0,0,0
"['segund', 'riciard', 'diferenç', 'be', 'sporting', 'nest', 'últ', 'banc', 'mau']",0,119,0,0,2
"['sonh', 'telemó', 'ter', 'red', 'tão', 'fort', 'pesc', 'nazaré', 'arrast', 'bomb', '200', 'kg', 'rasg']",0,134,0,0,0
"['@', 'fvicentedasilv', 'avenç', 'agend', 'cart']",0,59,0,0,1
"['@', 'tv', 'deu', 'cobert', 'mediá', 'band', '#', 'sócrat', 'têm', 'emend', 'miser', 'comunic', 'soc']",0,99,0,0,0
"['music', 'isl', 'mim', 'via', '@', 'youtub']",0,66,0,0,0
"['adicion', 'víde', 'playlist', '@', 'youtub', 'isl', 'mim']",0,89,0,0,0
"['mê', 'març', 'regul', 'celebras', 'dia', 'internac', 'mulh', 'feder', 'sul', 'americ', 'krav']",0,139,0,0,1
"['delicat', 'blu', 'buterfly', 'embroidered', 'pilow', 'on', 'yelowpink', 'wback', 'cov', 'full', 'of', 'buterfli', 'so', 'cut', 'via', '@', 'etsy']",0,137,0,0,8
"['omã', 'seg', 'ram', 'isl', 'difer', 'rest', 'médi', 'orient']",0,63,0,0,1
"['rt', '@', 'bifeahcas', 'psd', 'candidat', 'cml', 'q', 'anón']",0,63,0,0,2
"['rt', '@', 'joaomhenriqu', 'joã', 'brag', 'esclarec', 'troc', 'envelop', 'afinal', 'ador', 'pret', 'panel']",1,112,0,0,1
"['@', 'ludowhistl', '@', 'zl', '@', 'xismaisxil', 'artig', 'começ', 'isl', 'dev', 'ser', 'proib', 'excel', 'mostr', 'isenç']",0,114,0,0,0
"['@', 'xismaisxil', 'repar', 'part', 'motiv', 'além', 'diss', 'isl', 'pesso', 'comet', 'crim']",0,106,0,0,0
"['@', 'nelsonbobadil', 'la', 'prim', 'es', 'carl', 'mari', 'hoy']",0,50,0,0,1
"['wtf', 't', 'sobr', 'boat', 'fuf', 'conhec', 'port', 'seguirm', 'q', 'merd', 'es']",1,88,0,1,2
"['cart', 'menin', 'diz', 'pai', 'ruim', 'estupr', 'dua', 'irmã', 'afirm', 'pai', 'deix']",0,139,0,0,1
"['carnav', 'ninguém', 'lev', 'mal', '@', 'cdsp', 'paul', 'núnci']",0,86,0,1,0
"['grup', 'faz', 'manifest', 'contr', 'dep', '@', 'marcofelici', 'poç', 'cald', '#', 'gentedesocup']",0,112,0,0,2
"['grup', 'desocupadosfaz', 'manifest', 'contr', 'depmarc', 'marc', 'antoni', 'felici', 'poç', 'cald', 'deput']",0,140,0,0,4
"['@', 'mountwachuset', 'look', 'lik', 'miniatur', 'from', 'up', 'her']",0,76,0,0,1
"['fak', 'new', 'tod', 'gent', 'sab', 'branc', 'pratic', 'escravat', 'isl', 'relig', 'paz', 'propaga…']",0,140,0,0,2
