text,hate_speech
"Sugiro que todos os ATEUS CORAJOSOS ,leiam a Bíblia para confrontar os cristãos.#EuApoio rss https://t.co/Zvic768t2W",0
"Ex-candidato do PSOL é preso por estuprar cães e portar drogas. Estes são piores que o PT, são aberrações. (Vídeo) _ https://t.co/eOysLFT1yo",0
"gnt, eu não sou sapato, esse fagote me chama assim kkk",1
Alguém consegue ver um guarda-chuva amarelo e não lembrar de how I met your mother? https://t.co/FI3uSXOCaq,0
"Nossa G1 que preconceito
Ta dizendo que as mulheres são incapazes de fazer um curso mais complexo?
Pq não existe ne _ https://t.co/lTGmoNr7zS",1
'Boca de sapo',1
"* Em uma conversa normal sobre um amigo meu *
Mae: ""Mas por que só você com fusíveis e bis?""
: //",1
@gaviaochis tão levando pra casa da maria do rosário ??? ,0
Fui lá fazer a limpeza semanal da casa onde a mula ficava escondida,1
"""A gangue que apóia o golpe só fala merda""",1
As sapatão tudo seguindo a Aly  https://t.co/0OMpzkP0iN,1
"@dnoticiaspt 
+1 ""tolerante"" arrogante que se julga superior aos ""labregos"".
O teu sistema tem os dias contados. Ag _ https://t.co/Aq1zGqBFIr",0
'Coitadinho e pelo menos eu o defini como o que eu o chamaria de podre',1
Algumas razões para explicar o Fenômeno Bolsonaro @BolsonaroSP  @FlavioBolsonaro @CarlosBolsonaro  https://t.co/oNGuWlZyMQ,0
Falo com voce e,1
Desde que o Pinto da Costa deixou de fotografar mamas brasileiras para fotografar pés mexicanos o Porto nunca mais ganhou nada...,1
"Pior de tudo foi o Lula que colocou um padre acusado de pedofilia na pastoral do menor
É igual colocar o Aécio no DENARC",0
Parabéns !!! Que programa racista esse #Skunta !!! Existem apenas negros! Ninguém é dedicado a loira !!!!! Estou sendo discriminado !!!!!,1
@UOLNoticias por isso que esse país ta na merda mesmo https://t.co/ptDAs3UMFO,0
"@coebravo foda se ela to nem ai, gorda feia idiota",1
"Do Facebook de um deputado do #PS. De facto ""quem se mete com o PS leva"". Tolerantes no seu melhor!
@psocialista _ https://t.co/8A73EOnd7g",0
"RT @zecolmeiazuero: @marisa_lobo Tem dinheiro para isso, mas não conseguem fazer uma simples ressonância magnética. Pra essas coisas tem di _",0
RTgabie_rochaa: E olhe para o rosto gorduroso e feio de Isabel ... sem falar na voz irritante dela https://t.co/3PfOO1yeRf,1
O movimento 'Vai ter gorda na praia sim' parece que funcionou. https://t.co/kmwq2k20e6,0
'Melhor investigar a oposicao',0
Mulher = carne de churrasco. Você aquece no stick,1
"RT @ FromHell6661: Quando um gerente pede para trabalhar horas extras, as mulheres inventam que ela está mesmo com uma família doente em casa
Então você não sabe porque",1
"'Todo mundo está amaldiçoado, espero que morram logo e sofram'",1
'Saude educacao emprego e seguranca nao existe mais neste pais lamentavel',0
'Prefere usar o Damiao do que o Vizeu Sem comentarios',0
"@ g1 apenas gordura fedorenta, peluda e feia. Horror. Uma mulher que se respeita não tem tempo para bagunçar as coisas.",1
RT @teresa9teixeira: As últimas 30 fotos da minha galeria devem ser prints disto paras as #Fufas juro AHAHAH,1
'sai armario na mesma velocidade em que baixa a qualidade de seu futebol',0
'Outra força vem a Peta para atacar comentários de outras pessoas Uiiiiiiiii nojento',1
RT @jpapacidero: O mito https://t.co/48QQWR3OyS,0
"a gente nao sabe se a mulher ta feliz de burca, nao sabe se é tranquilo p travesti ta com aquela roupa etc etc etc",0
"Quando uma garota liga para Rayane aos 15 anos, ela engravida automaticamente",1
"A vantagem de namorar um mendigo é que, ao chegar na casa dela, você pode deixá-lo onde está.",1
eu tenho problemas psicológicos causados pelo excesso de corrupção petista......,0
'Sua mãe vendeu aquela vaca',1
RTDilanRules: Eu simplesmente não percebo o orgulho desses bugs https://t.co/PQbszZq7iG,1
"O homem é a mulher que admite ser amada porque valoriza um traidor, ajuda a destruir uma família e nunca terá moralidade para ficar sozinha.",1
"Mulheres que amam o feminismo são aquelas que odeiam ou odeiam homens, ou que são desconhecidas, inconscientes ... https://t.co/tqOkqzhDoA",1
"Incorporar um Tweet
Como uma ""mãe médica especializada em sexologia"", você deve entender o nó que uma criatura tão estranha faz na cabeça de uma criança.",1
Você não gosta de fazer compras. Faça porque a mulher está forçando.,1
RT @joaomhenrique: João Braga deixa claro que há uma mudança de envelope e que adora pretos e padarias.,1
"EU GOSTO É DE MULHER BONITA CHEIROSA BEM CUIDADA E BEM RESOLVIDA, CANHÃO PROBLEMATIZADOR DE SUVACO PELUDO NÃO TEM VEZ AQUI NÃO #PAZ",1
'kkkkkkkkkkkkk Que idiota',1
As 03 mosqueteiras! A @liviacastrofoto e a @fabsramos não se livraram de perguntinhas básicas! #vermelhidaonorosto http://twitpic.com/23v5hn,0
Já escrevi muito sobre essa realidade. https://t.co/JOnr4Ll0xd,0
Quanto tempo vai demorar para deixar tanta corrupção em nossos ombros? Não queremos refugiados de qualquer lugar !! Vamos para a estrada gritar ao nosso povo!,1
EH DIA DA MULHER Q BURRA NEM LEMBRAR,1
@vanzkafka Eu entendo que o homem tem o dever de querer ter uma cor de pele diferente ...,1
"@CaioPerez2 Mano tô rachando o angola, falando que não quer pega a Maria Rita! Kakakaka Se acredita",0
Não vejo a hora da gorda feia da Roberta rala ,1
Jantar de negócios a noite com o Primeiro Ministro do Japão Abe e seus representantes na Casa Branca de Inverno (Ma _ https://t.co/M9r9tl469m,0
'Bruno nao e Kou e assimVa tomar no seu Gu',1
'Desordem e Regresso ',0
"Confira entrevista da artista negra brasileira Priscila Rezende ao site LaplisiTol, um site construído por... https://t.co/z2RWLWknV5",0
NÃO FOI 7X1 PORQUE O DAVID LUIZ SAIU DO P.S.G.,0
'Comedor de Trakinas',1
"Mulher, até a Angelina Jolie é traida e vc acha q vc não? Larga de ser otária",1
RT @editorahumanas: A maior verdade das ruas https://t.co/JbwEYAPmna,0
'esse e o caminho do crescimento',0
Talvez as milhões de pessoas que votaram pra TORNAR A AMÉRICA GRANDE NOVAMENTE deveriam ter tido o próprio comício. _ https://t.co/x0fM7UNewA,0
"RT @maathbz: Feministas:
Críticas ao decote feminista
Ema Watson porque a desvaloriza
Eles acham que Ema Watson deve mostrar respeito
feministas _",1
'Ententam uma coisa nao ha denuncia sem provas',0
RT @AnaPaulaVolei: @RachelSherazade @JOAQUINVOLTOU @DaniloGentili tô chegando dos You És Ei e levando Trumpão da massa!!,0
# BBB17 FEIO GORDA FAKE IRRITANT FAKE AFF NOJO REAL https://t.co/xqO5rxtXm2,1
@BalaaTreem E tão desajeitado que você não sabe o que é pauuuuu,1
Guarani consegue reverter uma perda 4x0 e você não consegue calor do escritório https://t.co/fmd4DkBBKf,1
Idiota acho q no dia eu acho que a mulher que vc ligou pra ela através de msn abutre gordo e feio está cheia de celulite acredite em você,1
'Encontre aquele que suprime Freddie Mercury e a melhor coisa sobre como fazer Rubrunica',1
"RT @selenachartsbr: Minha prima está desaparecida e ainda não foi encontrada, ajudem a espalhar para caso de alguém ter a visto!
Local: Po _",0
"Eu honro cada mulher é a causa do nascimento
Mas tem um namorado muito fofo e muito estúpido ao mesmo tempo",1
"A mãe da Maddie vai concorrer ao ""Britain's Got Talent"".
Espero que lá vá fazer o seu célebre truque de magia da criança desaparecida",0
"@Ijunqsouza @PastorMalafaia Marxismo cultural mais baixo, malicioso, sujo e descarado do que esse não há. Deus abençoe a todos. VERDADE.",0
"PNR de um lado e todos os outros do outro
https://t.co/cGHDbjW5Qy",0
Parabéns guerreira.... gritar de peito de fora no meio da rua nun país onde a mulher é livre é fácil..quero ver lut _ https://t.co/GQ5pPy4DiQ,0
'MICHELLE temmer SAFADAO TRAIRA',1
Será que em Angola já não há cena novas ??,0
D1A: A islamofobia e o medo do Islão https://t.co/fPgkobgEYO,0
"Não adianta mandar mensagens de texto no Dia da Mulher, e quando você ligar para o call center, ligue para aquele idiota e diga ""Eu tenho que ser uma mulher"" :)",1
"Feia ou bonita, gorda ou magra, seja como for, mulher nasceu para ser respeitada!",0
@tlmota Tem que ser muito capacho de ideologia para apoiar uma cultura que apedreja e açoita mulheres só porque a e _ https://t.co/ANmBixY6fK,0
eu não preciso me resolver. Só mostro a verdade para quem vive se escondendo em mentiras!!! https://t.co/IX6VzBQNbX,0
"@milanuness Bem exagerado, fui váarias vezes pra secretaria. Comecei alisar o cabelo na adolescencia, Hj queria te-los cacheados e nao posso",0
'Concordo em partes Tem que ter sombra pro Vizeu se nao se acomoda igual ao Jorge',0
"RT @editorahumanas: Seu pai não te trata mal por vc ser gay
Seu pai te trata mal pq vc tá desempregado com 30 anos dançando pop no quarto c _",1
"""DEVOLVER MINHA NIKA MARIKA NÃO COMPLICADA""",1
"não se esqueçam de começar a redação com ousadia 
primeiramente s2 temer",0
'A mamis ja foi ne Mas eu chamo sua mulher  de mamis Sabe nada inocente',1
"@nyahler Uma pessoa com anorexia se considera GORDO, mas é MAGRO. voce pode se considerar o que quiser...mas biologicamente é so XX ou XY",1
@CapitalismoOP Eitaaa... A ultima vez q tomei foi em sp mesmo. conheço uma doceria q tem de latinha pra vender. só q fica longe d onde moro,0
"luizsergiovo: O pós-modernismo não é uma questão de diversidade humana, tão fodemal!",1
"#JesusEstáVoltando as profecias se cumprindo: gente querendo dominar o mundo pra trazer ""paz"" através de socialismo, islão dominando etc",0
"#Urgente!!!! Recado claro dos esquerdopatas. ""A gente vai destruir tudo que você ama""
 Esses... https://t.co/itz9VoK7gN",1
"Estamos de olho !Foram 2milhoes de assinaturas, mas hoje somos muito mais, descontentes com essa roubalheira. https://t.co/r2av8VyCLj",0
Olha isso aqui @policiafederal ela apagou mas eu printei https://t.co/tUIuFGLlty,0
"90. Os pais não sabem que seus filhos e adolescentes não sabem que assistem adolescentes gays doutrinando seus filhos (Luba, etc.) https://t.co/0TLTgw71Sy",1
@paulogarcia1970 Já só falta o Grimaldo,0
"Mas é óbvio , acha que o Partido dá CORRUPÇÃO não iria dar um ""jeitinho?"" https://t.co/5eAL2klSr2",0
'VAMOS MASSA ATLETICANA LOTAR O MINEIRAO E APOIA O PRATTO',0
O mundo dos sapatos está mais conectado à fantasia do que,1
Está todo o sapatão em anexo ?????,1
'PARA ALGUNS ACEFALOSESTE CIDADAO SE TORNOU UM MITO  MAS A CADA DIA PERCEBEMOS QUE NAO PASSA DE UM RATO LADRAO  ME DIGAM O CONTRARIO ',0
quando a pessoa é burra demais pra entender que o dia da mulher só foi por causa das lutas feministas https://t.co/exR2A583DT,0
". @MidiaNINJA terror propagado pela mídia sim, > que protege vagabundo e o estatuto do desarmamento, deixando o tráfico comandar o país",0
'E  CHORO  CONTINUA SENDO LIVRE',0
"O canalha e ditador @NicolasMaduro conseguiu destruir a Venezuela.
Venezuelanos fogem para Brasil e outros países d _ https://t.co/OnUMT25wZe",0
"@dassblog @xismaisxis No Islã, as leis dos países não contam. Os muçulmanos os respeitam por conveniência, não por moralidade.",1
"Sapatio felizmente diz ""AAAAAAAAAA"", kkkkkkkk de Helloja https://t.co/Wgr9drJ2YK",1
"Isto acontece HOJE às 22h30 no ""Popular Alvalade"" em Lisboa e está a 10 bilhetes de esgotar.
Apareçam.
RESERVAS: re _ https://t.co/24SNvEZOSW",0
"#MulherDeVerdade é boa de cama, gosta de seduzir, de ser seduzida. Ele gosta de provocar. E não há decorações desnecessárias.",1
"Dê para Pras feminazi, quem sabe eles vão parar de falar besteiras.",1
"@ PauloBotelho87 Ei, vamos, macho! Leve sua esposa na frente da multidão para ver!",1
"porra!! é difícil refutar o que falei com fatos, lógica e verdades? https://t.co/xceKmqNOCr",0
Acabei de pagar 20 reais por um carregador porque esqueci o meu. começando o dia sentindo-se a mulher mais estúpida do Brasil,1
sempre válido saudar as sapatão,1
'Renato voce tem toda a razao temos de acabar e com aquele desgoverno passado tipo populista que ao inves de ensinar a pescar quer dar o peixe e com isso se perpetuar no poder a qualquer custo',0
"""não come mel, morde marimbondo""",0
"'Você é burro ou se você sabe que ele é um executivo e quer que ele interfira em outros poderes este salário está vinculado ao texto constitucional se você não denunciar que ele é um santo, mas não tenha vergonha de dizer algo que você não faz' não sei '",1
O desejo de um homem é por uma mulher e o desejo de uma mulher é por um homem. Ou mais ... #VerdeWoman,1
RT @gabie_rochaa: e olha pra cara gorda e feia de Isabelle .. sem contar da voz irritante dela https://t.co/3PfOO1yeRf,1
"""Trump diz que refugiados devem voltar a seus países. Por que essa não é uma opção"" https://t.co/DkLthrpsvZ #informações #feedly",1
"'Eles estão todos amaldiçoados, espero que morram logo e sofram'",1
'Ele foi sincero Corram atras',0
'Sera que houve uma faxina para a visita da Ministra ',0
"""ativista dos direitos humanos"". https://t.co/78fHX2oTJw",0
"queria lembrar que chamar a coleguinha de puta, feia, gorda, escrota e etc tbm é machismo",1
"RT @imjustkiff: as fufas usam sempre o msm argumento
""como mais cona que tu""",1
"@gosteitha não se torne uma represa, apenas descubra aksjakajhs",1
Eu tenho um livrinho de cabeceira que passa pano branco pra político https://t.co/ToitIjbbfL,0
Prezada @Pimentinha_17 Quando 2 pessoas usam o mesmo computador pode acontecer de uma postar na twitcam c o perfil errado. (@marlenebicalho),0
Por que a fome do mundo não ? Por que os refúgiados não são mais alvo de polêmica e ajuda ? Por que isso é importan _ https://t.co/gl2aRAv56X,0
"""Nao Junior Soares, deixei o Junior Soares cair aqui.""",1
"@CusquicesFufas Um twitter sobre os ""fufas"" do porto. Na verdade, há muito tempo livre. Que tal varrer o chão e lavar pratos?",1
"""Não chega fazer a legislação, é preciso aplicá-la em Angola"" diz Rosado de Carvalho - https://t.co/fMuRJd7uzg https://t.co/BXlJ17JjSr",0
Por favor nunca seja o branco https://t.co/fj1CCi6QSj,0
# BBB17 UGLY GORDA FALSE IRRITANT FALSE AFF NOJO REAL https://t.co/xqO5rxtXm2,1
"""Estrondo""",1
"Ele ataca imigração ILEGAL, seus idiotas!
E qual o motivo das aspas no mérito? É ótima ideia! Vcs contratam funcio _ https://t.co/BL9xpbx1Hn",0
"Estão cada vez mais totalitários! Correm tudo a proibições e extorsões. É só dogmas e tabus... Mundo louco!
https://t.co/6EqrTVzYim",0
"RT @odedonafrida: Senhor, o que sente ao ver o Benfica vencer o Dortmund, depois de ter perdido duas vezes contra eles? https://t.co/2MJ1Lf _",0
"'Marcos, você nasceu assim ou bateu a cabeça quando era criança'",1
@g1 só gorda feia cabeluda fedida. Horror. Mulher que se preza nao tem tempo pra babaquice.,1
"E MAIS:
* SEM DILMA
* SEM 7X1
* PRIMEIRA DAMA GOSTOSA https://t.co/pKiZtuHpdD",0
"RT @SentimentoGay_: ""Você é realmente gay / embankment?""
""Yeah, yeah""
""Não consigo ver""
Por que você está me chamando diretamente? Como m_",1
@CapitalismoOP @tatydry eu só quero um fuzil 7.62. só isso ,0
"@JuhSavignon =/ Não sei o que se passa, mas, #força!",0
"PolitzOficial confirmado, ou o terrorista está fingindo ser um refugiado",1
"e tem nordestino e manaura achando ruim das piadinhas regionais... vcs sempre serão zuados, eu msm me certificarei disso. acostumem-se",1
'Sua hora vai chegar',0
'o dirigente falou alguma mentira',0
"RT @jpintocoelho60: ""Sim, vocês praticam censura ao #PNR e boicotam-nos.""
Respondem sempre sorrindo e com um evasivo ""olhe que não"". 
Mas s _",0
Velho ultrapassado e idiota só pq a mulher dele é preguiçosa e burra não nos inclua em sua perversão travamos nossa _ https://t.co/btLRgkGvNB,1
A CARA DA FEIA DA VIVIAN E DA GORDA DA ROBERTA SÃO AS MELHORES COISAS ESSE MOMENTO EH MEU #BBB17,1
"COMUNISTA que odeia a PM 
fala MAL do CAPITALISMO segurando um IPHONE
quando o celular é ROUBADO vai parar na DP da PM
Vai entender",0
Pois vou para Angola e não quero deixá-lo pendurado,0
"Qndo falo ""ir em mulher"" me refiro a meter a rola nela https://t.co/zyNjrvGlJy",1
"Sempre que vejo o MasterChef Austrália fico com vontade de provar um prato novo.
Está decidido!
Vou oferecer uma Bimby à minha namorada",1
"@BolsonaroSP as mulheres de esquerda estao envolvidas na corrupção da petrobras, roubo de aposentadoria de idosos e _ https://t.co/HiwGrFDaMk",0
"eu nao sou homofóbico, mas...........",1
"Como ser feminista:
Ser feia e gorda
Pagar peitinho em passeata
Ser peluda
Odiar homens
E achar q isso fará diferença no mundo.",1
"Pela primeira vez, o #PNR presente em #Coimbra nas Autárquicas.
Coimbra terá assim mais encanto!
@vitormramalho _ https://t.co/P3rJoqBCgm",0
"""Se você não quer refugiados pare de cria-los"" https://t.co/zN9bN22ejQ",0
'Viadage total isso ai',1
"-Odeio feministas só falam merda
-Vamos fazer o q?
-Perfis falsos zoando coisas q nunca disseramkkk
-KKKKMitou",1
RT @BlogDoPim: Tucanos se distinguem mal do PT: https://t.co/4oemPrjBg3,0
'Rosangela você nem tem nivel pra comentar um assunto como esse é uma coisa fraca',1
RT @TonhoDrinks: A esquerda está no comando dos maiores países do mundo por uma década mas o problema só apareceu agora?  https://t.co/iTxo _,0
RT @ alexismrr11: Minha casa não aceita refugiados apelidados de Monica,1
"omeHomeDewarded Quando ele hesita, ele rapidamente assume o comando e paga o erro com humor!",1
'Se depender do STF Manda soltar todo mundoE com aposentadoria Ainda por cima',0
RT @Thalytaangelici: Por que o dique sofre tanto,1
"""Treine em uma baia. Você viu que o CT está doente?""",1
"RT @jpintocoelho60: Isto é deitar lenha para a fogueira. Querem mais 75 milhões de muçulmanos com livre circulação na Europa? Traidores!
ht _",0
