data,Hate.speech
"Além da tremenda baboseira, a quantidade de erros de português é absurda! Qq meio de comunicação sério teria vergon… https://t.co/GL3iqhkscG",0
"O arranque da Tour ""Overdose de Tourette -OTR"" foi assim.
A caravana segue já dia 10 para Vila Real e dia 11 para a… https://t.co/vkP9WZ5Sa8",0
"O @showdavida em sua dose diária de anti-trumpismo. 

Quando vão fazer reportagem sobre os 16 países que proíbem entrada de israelenses??",0
RT @renatamotta: Quando o ônibus lotado faz a curva  https://t.co/oKK3tvABLX,0
Soros György a Kossuth tér sarkáról bujtogatta a fizetésemeléstől mámoros tüntetőket https://t.co/kfWmdmCe4Z,0
"Agenda actualizada para os próximos meses:
https://t.co/vvezwg8Gx2",0
"+ de 50mil empresas encerradas e de 10mil em insolvência nesta governação.
Em Jan.17 já são estas. Baixar o desempr… https://t.co/UzsGoF0p2q",0
"Alexandre Moraes não deveria sequer ter sido Ministro, agora ocupará uma cadeira no STF? Gsus",0
RT @voluptama: já ganhou https://t.co/NOTHkcg7v4,0
Filhos de pai incógnito quase duplicaram em 2016! Eu já andava desconfiado que há por aqui cada vez mais filhos da put@...,1
"RT @PensadorZarolho: Espero que a autobiografia do Cavaco venha impressa em papel de folha dupla.
- Se alguém mo oferecer, arranjo-lhe util…",0
Pra que horas ficou marcado o panelaço? https://t.co/YqyvR0JWLS,0
"@dnoticiaspt 
+1 ""tolerante"" arrogante que se julga superior aos ""labregos"".
O teu sistema tem os dias contados. Ag… https://t.co/Aq1zGqBFIr",0
@mrsquintas antes toalhas do que bichos mortos.,0
اللهم إني أسألك خير هذه اليوم:فتحه ونصره ونوره وبركته وهداه وأعوذ بك من شر ما فيه وشر ما بعده https://t.co/O1bGxCsdhs,0
"RT @jbendery: Why is it so empty, you might ask? https://t.co/lRRrHD3gQh https://t.co/Z5VnmIG1kZ",0
"Pra turma da USP, Moraes é muito ""partidarizado"" (???) e não pode ir pro STF.

Já Fachin ter defendido invasão de terra / MST (CRIME!!), ok.",0
"RT @teslawf: Tiens, on a trouvé un politicien de droite avec de l'honneur https://t.co/ycUHvD8mhV",0
"Quanto ao #PlanoNacionalDeReformas, só há um mesmo eficaz: o #PNR!
O resto é conversa...",0
"RT @OnorioFerraro: Altra tegola in casa #Inter, dopo la stangata a #Icardi e #Perisic arriva la frattura di un dito per #Brozovic che starà…",0
"@PauloBotelho87 Ué, vai lá machão! Leva tua mulher pra galera ver!",1
"@PauloBotelho87 ""Lutam contra instintos"", ahahahahahaha!!!!!!!! Muito retardado... vaza vai, já teve teus 15 min de fama",0
"Mas como #espiritosantocaos ?? A iluminação pública das ruas não resolveu a situação??? Soltar pombinhas tb não?? E agora, @psoloficial ??",0
"@ONomedoVentto @PSOLOficial Claro, a maior crise econômica dos últimos 20 ano se resolve em 6 meses... vc é perfil de comédia, né?",0
Essa piada merece o Twitter não aquela outra rede social,0
"Começa (felizmente) a desenhar-se um bloco de alianças contra a podridão globazidora-mundialista.
@netanyahu… https://t.co/HvrmEdVsGk",0
"Remember that day the Cubs were at the White House? Wow, how things have changed.",0
"RT @sandhyatimes4u: @AamAadmiParty सरकार के 2 साल पूरे होने पर बड़ा #सर्वे : 61% #दिल्ली वाले सरकार के काम से खुश नहीं, 34% खुश, केंद्र से…",0
"RT @vitormramalho: Semana da moda em Milão.
Uma imagem vale mais que mil palavras e é uma mostra da UE dos dias de hoje. https://t.co/Cf3pv…",0
"Qual é a dúvida? A Europa reage e cada vez serão mais!
Azar para a máfia dos governantes traidores e da comunicação… https://t.co/HC0fTIbxF4",0
"@catarina_mart 
Então hoje debateram o ""PNR""?
Será que finalmente acabou o boicote e a censura ao meu partido?
@govpt @antoniocostapm",0
RT @Karla_AM17: A quien le dio unfollow? https://t.co/hOJZ5NWerF,0
"“Com o PNR, Coimbra tem mais encanto“ @vitormramalho  
https://t.co/tulBhXhmTv 

#Coimbra #PNR #autarquicas2017 https://t.co/r82O5SriAR",0
"RT @NAOKAHLO: Repita comigo:
Não espere que ele vá mudar por mim
Não espere que ele vá mudar por mim
Não espere que ele vá mudar por mim 
N…",0
"@pablovillaca pooo, esse aí é otimista hein",0
Chegou aquela hora da noite que eu fico contando se eu dormir AGORA vou ter quantas horas de sono,0
@NetMane olhe que não. Eles sofrem metamorfoses e regressam sempre no dia seguinte escondidos num ovo.,0
"Este fim-de-semana a caravana vai andar por aqui:
- 10 Fev: VILA REAL
- 11 Fev: COVILHÂ
Bilhetes na FNAC,bilheteira… https://t.co/C6ks5FIt96",0
"11 dicas de como fazer – e manter - amizade com outra mulher
 https://t.co/UZPftQPubK",0
"O CDS avisou Centeno das ""consequências penais"" de mentir ao Parlamento. Mas está algum ex-deputado do CDS preso?!...",0
"@Iago_ForaPt achei engraçado que ngm falou em direita aqui, mas vocês mesmo se entregam",0
"RT @erickdau: Polícia militar acaba de dar tiro de pistola pra cima. Ninguém me contou, eu vi. https://t.co/ogbg21NlQ3",0
"E se o Centeno acatasse o conselho do CDS, demitindo-se irrevogavelmente, para poder regressar como Vice-Primeiro-Ministro?...",0
"Constroem obstáculos dentro das nossas casas em vez de expulsarem a serpente islâmica. Vergonha! 
https://t.co/Nv1Iti6pdq",0
"Bom dia, companheiros! Como diria a Bárbara Guimarães, hoje, está um frio do Carrilho!",0
"É mesmo?? Caramba, achava que qdo um processo deles chegasse ao STF eles o abandonassem... #FolhaFakeNews https://t.co/nqOiwJ70dw",0
"PNR nas Eleições Autárquicas: ""uma lança na Margem Sul""!
#PNR #Barreiro @rpsantos1970 
https://t.co/wtzIKopblm https://t.co/2iUBbGh5qz",0
"RT @carneiro_andre: Nunca, como agora, a produção literária nacional esteve tão activa.

Yronicamente https://t.co/ZcY0oMi1sU",0
"RT @OfficialDSBA: Congrats to DSBA Member George Blaha on your special ""night"" at The Palace! https://t.co/Qz0UeQBP2o",0
"""Sei que posso dar mais"" disse Carrillo numa noite fria...",0
"RT @mbkcentre: Отголоски работы в 2016 году. Очередные ""дыры"" в банках... 😏 #цб #надзор #банк https://t.co/ahVbYuEQWd",0
"@expresso @HenriquMonteiro 
Explicado?? Diria antes, deturpado e diabolizado. Como qualquer um que se insurja contra o sistema, é odiado.",0
"A Europa, muito doente e submissa a estes espectáculos de mariquice nojenta, claro que se torna presa fácil do Islã… https://t.co/BIAymMELN1",1
@Mxsh3r احح,0
Cleveland Indians vs Chicago White Sox Tickets 04/13/17 (Cleveland) https://t.co/5HPn2M7eW9,0
"RT @rpsantos1970: Ontem tivemos mais uma reunião do Conselho Nacional do PNR
#Portugal #Política #RogérioSantos #RenovarPortugal https://t.…",0
"Ontem, no intervalo para almoço de mais uma excelente reunião do Conselho Nacional. Ambiente de alegria e ânimo.… https://t.co/7Au5aNJJ7o",0
@oautor Espero que ganhem. Tenho muitos amigos do Sporting e fica difícil falar com eles com uma distância de 13 pontos,0
"@Senor_Thompson se aconteceu, não sei, mas eu ouvi...",0
@Senor_Thompson eu tive um galo que quando ficava azul trazia bom tempo.,0
"Caramba hein, agora vai... https://t.co/tZrQjMvLaU",0
"Quem é mais demente, essas mães ou o jornal que pública uma MERDA dessas? https://t.co/Ed0fd0eCUy",0
"Realizou-se, em 11 de Fevereiro, a primeira reunião Ordinária deste ano, do Conselho Nacional do PNR.
https://t.co/4xXPfWi5Yd
#Portugal #PNR",0
"""Hoje é segunda-feira."" Um dia como outro qualquer. ""Mas olha que é dia 13."" Não sou supersticioso. ""A gasolina voltou a aumentar"". Foda-se!",0
RT @Idzabela: Desde o Taveira que não se via tanta violência no Amoreiras,0
RT @catarinamatos: Feliz Dia Mundial da Rádio! https://t.co/xTnxtI55qW,0
Trump expresa su orgullo por Ivanka debido a su actitud ante “maltrato” https://t.co/eli7nm3f3f https://t.co/8vd0CFT41w,0
"Escudo acabou há 15 anos mas, p/ garantir uma boa regulação do sist bancário, o Banco Portugal optou por manter os quase 2 mil funcionários",0
"RT @PaisdoAmaralJP: Temos na Assembleia a ""claque"" mais bem paga do país.
Ordenados milionários, para fazerem o que fazem os figurantes na…",0
"Hipócritas feministas do governo da #Suécia. ""Corajosas"" para gozarem com #Trump e cobardes submissas perante o… https://t.co/oY160TGujU",0
@AlentejanoD86 é uma questão de hábito,0
@AlentejanoD86 vamos ficar por aqui antes que fique excitado.,0
Feliz Dia de São Valentim https://t.co/uzJ7UKTS8l,0
"Atraído pelo forte cheiro a enxofre, Passos Coelho deslocou-se esta manhã a Setúbal. Como não encontrou o Diabo, vingou-se no choco frito.",0
RT @OdeCarvalho: Derrubar o Estatuto do Desarmamento será A MAIOR VITÓRIA DO POVO BRASILEIRO ao longo de toda a sua história.,0
queria msm era ir tentar o de fotografia na casa amarela da ufc,0
"Espero os maiores sucessos deste encontro!
@realDonaldTrump 
#PNR https://t.co/gfJbB8rPhi",0
"Estará a acabar o ""estado de graça"" do presidente dos afectos?
Tudo tem um fim, certo?
#MarceloRebelloDeSousa https://t.co/4MBQlm8fxJ",0
@fvicentedasilva qq dia vendem contato gourmet,0
@MerriamWebster @realDonaldTrump @KellyannePolls quick reminder you lie so much the dictionary has to define fact for you...,0
RT @JornalismoWando: Lembrando que este homem foi recebido pelo governo golpista e apresentou suas propostas para a área da Educação. https…,0
"""Trump vai quebrar os EUA!"" #sqn https://t.co/eueIIkER8A",0
"Tendo em conta que o Mundo acaba amanhã, recuso-me a pagar o IVA hoje. Se sobrevivermos direi ao Centeno que foi um erro de percepção mútuo.",0
Pinto da Costa está a ser julgado num quartel d bombeiros pq depois de lerem o livro d Carolina os juízes exigiram uma sala ampla e arejada.,0
"Que grande palhaçada! O nome de um bandido traidor?
Realmente no ""Sistema"" são todos amigalhaços.… https://t.co/lPG87zEamy",0
اللَّهُمَّ وتقبل حسناتي وأسألك الدرجات العلى من الجنة. https://t.co/JWkgQqeLRI,0
"Ontem fui ver o Benfica. Foi uma grande noite, até ao momento em que tentei entrar em casa e a minha mulher decidiu imitar o Ederson...",0
Aeroporto Mário Soares só faria sentido se fosse na Ota ou em Macau...,0
10 notícias que provam o quanto o feminismo é necessário  https://t.co/3mIKQvLOHL,0
"Juntos vamos #RenovarPortugal. A hora é de mudança. Nacionalismo é solução!
#PNR #JoséPintoCoelho #AutárquicasPNR https://t.co/d4pd6YQufN",0
@daninava parabéns! 🎂 (obs: o sentimento de bosta independente de idade mesmo),0
"RT @jromaoferreira: PSD e CDS querem os sms de Centeno até às 18h, caso não aconteça apresentam às 18.15h um candidato conjunto à Camara de…",0
Love me some @Ebates https://t.co/WhCFMAwNYA,1
FHC amigo do Lula pra implantar comunismo no Brasil Foro de São Paulo pra virar Venezuela https://t.co/CuZJH50Gyq,0
"RT @schaianagrade: Se tem algo precioso neste mundo, este algo é o perfil @NAOKAHLO https://t.co/dYN1pRzTVx",0
BELO LEGADO PETISTA! #sqn https://t.co/D3Ji6o3T2E,0
"Um @jairbolsonaro incomoda muita gente.

Um @jairbolsonaro em 2º lugar nas pesquisas incomoda mt mais!

#BolsonaroPresidente #Bolsonaro2018",0
"Mulheres do Rio, vamos aproximar as meninas da ciência? &lt;3 

Inscrições online: https://t.co/TQVI99Qd53 https://t.co/gyahfEwjkR",0
"Nomes não faltam: vigaristas, corruptos, aldrabões, assassinos, vendidos, traidores, pedófilos, aberrações...… https://t.co/r3eeCZ5d8S",0
"Que texto maravilhoso 

https://t.co/0z6X2gevf6",0
Bom dia companheiros! Alguém sabe a que horas chega o asteróide? É para  saber se ainda tenho tempo para comprar o livro das quintas-feiras.,0
RT @abdelinho92: Encore un qui confond Twitter et la vie réelle https://t.co/XwgxDZictu,0
"RT @jpintocoelho60: Nomes não faltam: vigaristas, corruptos, aldrabões, assassinos, vendidos, traidores, pedófilos, aberrações...
#25Abril…",0
"Ameaça? Ridículo! Estão é mal habituados: podem dizer o que querem de nós, mas vêem ameaças onde elas não existem.… https://t.co/M5vuWGJG1E",0
"""Bate ao outro e não ao mesmo"" https://t.co/47O0NPX8uZ",0
"Uau... agora ele vai chorar! 

Aliás, que galera democrática hein? Tipo aquela época em que você era da KGB... https://t.co/QZiIuC5PRK",0
"Quando acabarem de ler o novo livro do Cavaco, recomendo também este! https://t.co/zr9lpFlyyS",0
"Aparentemente, as 592 páginas do livro de Cavaco Silva contêm mais enxofre do que os armazéns da Sapec, em Setúbal...",0
"Que eu saiba, condição básica pra comprar casa é ter dinheiro. E pra isso precisa trabalhar. Se ficar acampado aí n… https://t.co/V8kdwCzAb8",0
Cavaco poderá não ter um amigo q lhe compre todos os livros mas teve uma Editora q anda há décadas a ser financiada por todos os portugueses,0
"@miguelcarvalhu 
Quem falou em erros velhos? Eu disse que preferia evitá-los. 
Não quero o caminho errado que andamos a levar. Há mal nisso?",0
Não deve faltar muito para o Coelho e a Cristas virem dizer que o cancelamento do Fim do Mundo é mais um sinal da fragilidade da Geringonça.,0
Uma atitude reprovável de @aapbatista da bancada do @psocialista https://t.co/HG5RiUuDMH,0
"Minha cidade que adoro! #Lisboa
@CamaraLisboa  #AutárquicasPNR https://t.co/UUNBKeTdbP",0
"País quebrando, desemprego pra todo lado, violência comendo solta e vem falar em ""FOLIA"", PQP!!! 

VTNC essas merda… https://t.co/TlPVv3lhon",0
Conhecem algum bandido neste país que ainda não tenha escrito um livro ou que ainda não tenha sido condecorado?...,0
"Confesso a minha cotovelite. Não que não fosse capaz de escrever um livro mas por saber que, se o fizesse, não teria amigos para o comprarem",0
"FODA-SE! 

Quer ceder a toda e qq tentação e não trabalhar?? Pode virar uma cracuda moradora de rua por exemplo... https://t.co/tVyuqQwal4",1
@amtc74 @CAPAZES nossa que estranho,0
Vallaaaaa😘,0
@SunWarriorHorac 🙉 🐠 💉 👐 😟,0
"Saímos no Correio da Manhã. Mas só porque as notícias humorísticas sobre o Carrilho já não estavam a bater
#Humor
https://t.co/41rGkEK8OC",0
Moonlight: um filme que mergulha na humanidade de um jovem negro https://t.co/NAAFwiaCz5 via @afroguerrilha,0
"RT @NAOKAHLO: ""11 dicas de como fazer – e manter - amizade com outra mulher"" - post de hoje no nosso blog! &gt;&gt;&gt; https://t.co/gT0erjqyjO http…",0
"Recordando um ""desafio"" na minha candidatura nas ""Intercalares Lisboa 2007"".
Obtive 0,8%. 
Objectivo para 2017: 2%.
https://t.co/XC1RTlxwx6",0
"E agora, o @sosracismo não diz nada?
Basta! Urge um apoio às políticas defendidas pelo PNR para que isto acabe.
https://t.co/Ho18zPv2f4",0
"@Famel_Zundapp e a Famel, cabe na Quechua?",0
Benfica pediu reunião urgente com Conselho de Arbitragem. Anjinhos... Isso não resulta. Para resultar tem de ser surpresa...,0
"Imaginem a cotovelite com que o Soares deve estar hoje, depois de ontem ter sido agredido pelo olho do jogador do T… https://t.co/J5QGX5irMc",0
"@mariacpbruno esse não era bandido, para a Felgueiras, era meigo.",0
"RT @voluptama: Quando o Secretário foi para o Real Madrid, o PdC teve de passar atender os telefones https://t.co/KSx4p0yVs6",0
"A possível vitória de Geert Wilders é mais uma esperança para esta Europa em mudança. Força!
@geertwilderspvv 
https://t.co/OvbwfxpjgL",0
"@SadBoyKevyn 
Nunca penses que algo ""é o mais qualquer coisa"". Quando se pensa ter chegado ao fundo percebe-se que não há fundo.",0
"Um filho vem atrapalhar? Criam a Lei do #Aborto
Um idoso atrapalha? Criam a Lei da #Eutanásia
Eis as soluções do materialismo individualista",0
"RT @boloposte: Aqui se pode ver como Ederson, apesar de tocar na bola primeiro, depois atropela o seu adversário. Penalty bem assinalado co…",0
O uso de turbantes por pessoas brancas é apropriação cultural? https://t.co/5AHZXH9SZB via @cartacapital,0
@lucasmzanella leu mesmo? ou falta interpretação de texto? https://t.co/qrKHCFktRC,0
"Leia a matéria e vejam como as"" falas"" do conselho foram intolerantes. Os conselhos  estão contaminados por... https://t.co/xgDk666rYe",0
لا إله إلا الله الواحد القهار ربُّ السموات والأرض وما بينهما العزيز الغفار https://t.co/noafPHAT7B,0
"Acabei de ouvir um casal com rastas dizer isto:
""As pessoas passam por nós e dizem que cheiramos mal...pffff...elas é que cheiram a champô!""",0
"""Um juiz dos Estados Unidos resolveu educar, ao invés de simplesmente punir, cinco adolescentes que haviam feito... https://t.co/QYgzl6fARJ",0
RT @jmnoticia: Especialistas discutem influência de ciência e religião na psicologia cristã  https://t.co/HtJKE3B2HH @marisa_lobo @marcofel…,0
"LISBOA,amanhã é a vossa vez.
21h30,Teatro do Bairro.
Há menos bilhetes q rins dos defesas do Braga depois do Mitro… https://t.co/mkqGIxSpUj",0
RT @ArthurQuezada: Mitroglou faz 0X1 depois de brigar muito pela bola. Benfica vai vencendo o Braga e se mantendo na liderança do Campeonat…,0
Especialistas discutem influência de ciência e religião na psicologia cristã https://t.co/qzO95pAMKA,0
